Nome,Sexo,Idade,Profissao,Salario,EC
Rodrigo,F,18.0,Gerente de Vendas,,Solteiro
João,M,19.0,Engenheiro,13254.33,Casado
Raquel,F,18.0,Consultor,7097.99,Casado
Fabiana,F,19.0,Piloto,15089.39,Divorciado
Lucas,F,18.0,Farmacêutico,7758.26,Viúvo
Diego,M,18.0,Gerente de Vendas,4113.91,Casado
Gustavo,F,18.0,Engenheiro,10035.53,Solteiro
Felipe,F,18.0,Diretor Executivo (CEO),6644.31,Divorciado
Marcos,F,,Gerente de Vendas,21019.19,Divorciado
Guilherme,M,19.0,Engenheiro de Petróleo,10771.14,Casado
Eliane,F,19.0,Gerente de Vendas,9626.28,Viúvo
Gustavo,M,18.0,Engenheiro de Petróleo,12151.14,Viúvo
Rodrigo,F,19.0,Gerente,18482.0,Divorciado
Ana,F,18.0,Dentista,21052.11,Solteiro
Fernando,F,,Veterinário,16572.09,Casado
Leandro,M,19.0,Diretor (CTO),17134.27,Divorciado
Francisco,F,19.0,Farmacêutico,4941.64,Viúvo
Carlos,M,18.0,Arquiteto,18901.71,Divorciado
Bruno,M,,Consultor,14364.99,Divorciado
Renata,M,19.0,Dentista,9750.97,Solteiro
Fernanda,M,19.0,Médico,22707.08,Viúvo
Fernando,M,19.0,Médico,20514.52,Divorciado
José,F,19.0,Dentista,6739.27,Divorciado
Bruna,F,19.0,Farmacêutico,20419.7,Casado
Luana,F,,Gerente,12875.34,Solteiro
Camila,M,,Analista de Sistemas,19989.63,Casado
Camila,F,19.0,Gerente,16579.06,Solteiro
Felipe,F,19.0,Programador,22539.7,Divorciado
Luciana,M,18.0,Dentista,14496.19,Solteiro
Paulo,M,19.0,Programador,21454.99,Viúvo
Claudia,M,18.0,Engenheiro de Petróleo,8879.48,Solteiro
Gabriela,M,,Farmacêutico,21363.54,Casado
Paulo,M,19.0,Gerente,6684.52,Solteiro
Daniel,M,,Programador,3173.73,Casado
Claudia,F,18.0,Diretor Executivo (CEO),14049.18,Divorciado
Eduardo,F,,Consultor,15452.16,Divorciado
Aline,F,19.0,Advogado,19847.92,Divorciado
Marcos,F,18.0,Gerente,13212.36,Casado
Beatriz,F,18.0,Gerente,17293.86,Viúvo
Gustavo,F,18.0,Veterinário,6717.87,Viúvo
Fernanda,M,18.0,Arquiteto,17655.7,Casado
Mariana,F,19.0,Gerente,11841.77,Divorciado
Thiago,F,19.0,Engenheiro de Petróleo,22500.45,Solteiro
Jessica,M,19.0,Médico,22335.65,Casado
Leandro,M,,Diretor (CTO),7648.64,Solteiro
Luiz,F,19.0,Engenheiro de Petróleo,7091.08,Casado
Eliane,F,19.0,Analista de Sistemas,16540.47,Casado
Rodrigo,F,19.0,Gerente,11712.22,Divorciado
Bruna,F,18.0,Dentista,5966.08,Solteiro
Eliane,F,18.0,Advogado,13449.71,Solteiro
Juliana,M,19.0,Arquiteto,17749.37,Divorciado
Juliana,M,19.0,Gerente de Vendas,8218.6,Casado
Larissa,M,19.0,Programador,6026.46,Divorciado
Marcos,M,18.0,Engenheiro,9211.07,Divorciado
Pedro,M,18.0,Cientista de Dados,17482.54,Solteiro
Gabriel,M,19.0,Médico,6753.62,Casado
Fernanda,M,19.0,Médico,11375.71,Casado
Francisco,F,19.0,Cientista de Dados,19270.91,Solteiro
Lucas,F,19.0,Arquiteto,15364.61,Casado
Fernando,F,,Dentista,11423.97,Casado
Felipe,M,19.0,Gerente,20650.03,Casado
Ana Paula,F,,Médico,12008.87,Divorciado
Jessica,M,19.0,Veterinário,3125.28,Casado
Jose,F,18.0,Veterinário,9725.65,Casado
Fernanda,M,,Advogado,10671.26,Casado
Ricardo,M,18.0,Cientista de Dados,3081.69,Casado
Lucas,F,18.0,Cientista de Dados,16178.05,Viúvo
Maria,M,19.0,Diretor Executivo (CEO),18361.44,Casado
Antonio,M,18.0,Médico,13031.39,Solteiro
Fatima,F,18.0,Cientista de Dados,14629.85,Viúvo
Joao,M,19.0,Arquiteto,15657.38,Solteiro
Joao,M,18.0,Gerente,13917.86,Casado
Diego,M,19.0,Gerente,13096.34,Divorciado
Marcos,F,18.0,Gerente,10537.71,Viúvo
Maria,F,19.0,Analista de Sistemas,20688.71,Solteiro
Marcelo,M,18.0,Gerente de TI,13579.79,Solteiro
Antonio,F,19.0,Piloto,9530.66,Divorciado
Guilherme,F,,Gerente,7071.23,Solteiro
Beatriz,M,18.0,Piloto,16767.63,Casado
Lucas,F,18.0,Gerente,18094.96,Casado
Beatriz,F,19.0,Dentista,9046.63,Solteiro
Maria,M,19.0,Engenheiro de Petróleo,18053.08,Viúvo
Carlos,F,18.0,Veterinário,9803.65,Casado
Guilherme,M,18.0,Advogado,7392.12,Solteiro
Fernando,M,18.0,Arquiteto,20118.19,Solteiro
Daniel,F,19.0,Gerente de TI,9442.68,Solteiro
Bruno,F,18.0,Piloto,4277.52,Casado
Paula,F,19.0,Engenheiro de Petróleo,6737.69,Casado
Pedro,F,18.0,Cientista de Dados,7575.24,Divorciado
Matheus,F,18.0,Diretor (CTO),21837.8,Solteiro
José,M,19.0,Engenheiro,5407.9,Viúvo
Pedro,F,18.0,Analista de Sistemas,17420.22,Casado
Marcelo,F,19.0,Farmacêutico,20701.81,Casado
Sandra,F,19.0,Gerente de Vendas,3461.34,Casado
Adriana,M,18.0,Gerente,20126.01,Divorciado
Bruna,F,,Veterinário,8146.1,Viúvo
Fabiana,F,19.0,Dentista,14768.43,Solteiro
Raquel,M,18.0,Engenheiro de Petróleo,7654.92,Viúvo
Raquel,M,19.0,Consultor,15525.65,Solteiro
Fabiana,F,19.0,Programador,5513.37,Divorciado
Beatriz,M,19.0,Programador,20930.11,Solteiro
Sandra,M,19.0,Gerente de Vendas,8907.97,Divorciado
Matheus,M,18.0,Gerente,5601.45,Solteiro
Guilherme,M,,Gerente,12714.85,Divorciado
Pedro,F,19.0,Gerente de TI,15589.97,Solteiro
Raquel,F,19.0,Gerente de Vendas,13714.5,Divorciado
Rodrigo,M,19.0,Gerente,22019.62,Divorciado
Carla,M,,Consultor,20222.49,Casado
Gustavo,F,18.0,Veterinário,13167.06,Solteiro
Gabriela,M,18.0,Farmacêutico,6796.36,Divorciado
Daniel,M,18.0,Cientista de Dados,11909.03,Viúvo
Thiago,F,18.0,Farmacêutico,7327.39,Divorciado
Raquel,F,19.0,Arquiteto,8908.62,Viúvo
Fabiana,M,,Arquiteto,20007.16,Divorciado
Thiago,M,,Médico,18576.83,Casado
Gabriela,M,19.0,Gerente de Vendas,18610.05,Divorciado
Gabriela,M,19.0,Advogado,16535.13,Divorciado
Felipe,M,19.0,Diretor Executivo (CEO),17005.94,Viúvo
Marcos,F,19.0,Gerente de Vendas,21386.7,Casado
Eduardo,F,18.0,Gerente de TI,19597.55,Viúvo
Marcos,F,19.0,Gerente de Vendas,13015.19,Solteiro
Sandra,F,18.0,Diretor (CTO),3239.7,Divorciado
Marcos,F,18.0,Gerente de Vendas,7375.51,Viúvo
Fernando,M,,Gerente,18837.11,Viúvo
Larissa,M,19.0,Dentista,13624.6,Casado
Eliane,M,18.0,Engenheiro de Petróleo,20764.06,Casado
Rafael,F,18.0,Diretor Executivo (CEO),7168.68,Divorciado
Patricia,M,,Médico,8538.92,Casado
Ana,M,18.0,Veterinário,4593.17,Casado
Carlos,M,18.0,Gerente,20811.9,Viúvo
Rodrigo,M,19.0,Arquiteto,22590.94,Viúvo
Patricia,F,,Dentista,18606.41,Casado
Daniel,M,,Farmacêutico,19562.7,Solteiro
Francisca,F,19.0,Farmacêutico,11915.96,Divorciado
Paulo,F,18.0,Diretor Executivo (CEO),13400.93,Divorciado
Beatriz,M,18.0,Arquiteto,9791.44,Solteiro
Luciana,M,19.0,Arquiteto,10998.55,Divorciado
Diego,M,18.0,Piloto,11820.23,Viúvo
Pedro,M,,Consultor,21682.29,Viúvo
Marcos,F,18.0,Diretor Executivo (CEO),3522.25,Viúvo
Gabriela,F,18.0,Veterinário,12640.27,Viúvo
Luiz,F,18.0,Piloto,12096.43,Divorciado
Matheus,M,18.0,Advogado,4564.34,Viúvo
Juliana,F,18.0,Consultor,6820.04,Solteiro
Gabriel,F,18.0,Gerente de Vendas,8983.46,Divorciado
Maria,M,19.0,Advogado,16615.12,Solteiro
Maria,M,18.0,Gerente,19953.88,Viúvo
Fernanda,M,18.0,Piloto,6805.22,Casado
Diego,F,19.0,Cientista de Dados,10974.84,Divorciado
Jose,F,18.0,Cientista de Dados,12814.18,Viúvo
Maria,F,19.0,Diretor Executivo (CEO),5624.94,Divorciado
Jose,M,,Piloto,10142.78,Solteiro
Daniel,M,18.0,Dentista,21581.91,Viúvo
Anderson,M,18.0,Dentista,7237.28,Divorciado
Amanda,M,19.0,Diretor (CTO),9433.3,Divorciado
Pedro,F,,Farmacêutico,17070.89,Casado
Juliana,M,19.0,Dentista,9022.62,Casado
Adriana,F,18.0,Gerente,9139.97,Viúvo
Fabiana,M,19.0,Médico,20982.47,Viúvo
Gabriel,M,18.0,Analista de Sistemas,10439.07,Viúvo
Diego,M,18.0,Gerente,10572.93,Viúvo
Matheus,F,18.0,Gerente,7082.6,Solteiro
Juliana,F,18.0,Gerente de Vendas,3493.2,Viúvo
Rafael,F,18.0,Analista de Sistemas,8339.59,Divorciado
Amanda,M,19.0,Engenheiro,8566.87,Solteiro
Ana Paula,M,19.0,Arquiteto,9801.26,Casado
Vanessa,F,,Advogado,9560.84,Divorciado
Leandro,M,,Advogado,17506.3,Viúvo
Rafael,M,19.0,Diretor (CTO),13248.9,Casado
Raquel,M,19.0,Engenheiro de Petróleo,3025.53,Divorciado
Ricardo,M,18.0,Piloto,4900.15,Solteiro
Francisco,F,18.0,Gerente de Vendas,18280.69,Divorciado
Ricardo,F,,Advogado,9998.87,Solteiro
Luana,M,19.0,Cientista de Dados,21542.12,Casado
Gabriel,F,,Arquiteto,5852.43,Viúvo
Adriana,M,,Engenheiro,12452.33,Viúvo
Francisca,M,19.0,Gerente de TI,22465.71,Solteiro
Fabiana,M,19.0,Gerente,15712.74,Divorciado
Fernanda,M,18.0,Gerente de TI,13296.03,Divorciado
Bruna,F,18.0,Advogado,6745.12,Viúvo
José,M,19.0,Programador,17104.12,Casado
Beatriz,F,18.0,Dentista,12002.27,Casado
Paulo,M,18.0,Arquiteto,6322.62,Solteiro
João,M,,Piloto,14259.96,Solteiro
Luciana,M,19.0,Veterinário,20003.56,Solteiro
Daniel,M,18.0,Médico,18428.96,Divorciado
Fatima,F,19.0,Dentista,11223.11,Casado
Jose,F,19.0,Diretor (CTO),19927.67,Divorciado
Amanda,F,18.0,Diretor Executivo (CEO),18170.7,Casado
Paulo,M,18.0,Diretor (CTO),7398.11,Divorciado
Rafael,M,19.0,Gerente de Vendas,12705.46,Casado
Eduardo,M,19.0,Consultor,10656.32,Casado
Sandra,F,18.0,Analista de Sistemas,20085.53,Divorciado
Raquel,F,18.0,Arquiteto,11578.04,Divorciado
Ricardo,F,,Gerente,14998.63,Casado
Jose,F,,Gerente,7889.81,Solteiro
Gabriela,M,19.0,Gerente de Vendas,4125.33,Solteiro
Beatriz,M,19.0,Arquiteto,10361.91,Solteiro
Patricia,M,19.0,Cientista de Dados,18985.13,Solteiro
Gustavo,F,19.0,Gerente,13021.1,Solteiro
Carla,M,18.0,Gerente de Vendas,8229.15,Viúvo
Lucas,M,18.0,Consultor,6409.15,Divorciado
Aline,F,18.0,Diretor (CTO),19723.44,Casado
José,F,19.0,Consultor,8892.0,Casado
Ana,F,18.0,Arquiteto,14464.56,Solteiro
Gabriela,M,18.0,Veterinário,21786.92,Casado
Vanessa,F,,Dentista,11529.7,Divorciado
Luana,M,19.0,Engenheiro,6383.72,Viúvo
Fernanda,M,19.0,Médico,22628.19,Viúvo
Fabiana,F,19.0,Gerente,16786.02,Casado
Gabriel,F,18.0,Piloto,3641.75,Viúvo
Mariana,F,19.0,Dentista,13792.16,Viúvo
Mariana,F,18.0,Veterinário,7149.07,Divorciado
Gabriela,M,18.0,Piloto,3413.86,Viúvo
Claudia,F,19.0,Veterinário,7047.53,Casado
Francisco,F,,Veterinário,16167.18,Casado
Matheus,F,18.0,Analista de Sistemas,11155.0,Solteiro
Sandra,F,19.0,Advogado,18065.31,Casado
Vanessa,F,18.0,Programador,3108.32,Solteiro
Ana Paula,F,,Médico,21051.01,Divorciado
Gustavo,F,18.0,Arquiteto,19399.14,Viúvo
Rafael,F,18.0,Farmacêutico,5719.93,Casado
Claudia,F,18.0,Diretor Executivo (CEO),8852.01,Casado
Fabiana,F,19.0,Programador,10335.67,Divorciado
Luciana,F,18.0,Veterinário,3543.66,Divorciado
Marcos,F,19.0,Engenheiro de Petróleo,10013.71,Viúvo
Luana,M,18.0,Programador,6966.43,Solteiro
Eduardo,F,18.0,Advogado,5370.1,Viúvo
Patricia,F,18.0,Gerente,22448.41,Casado
Antonio,F,19.0,Analista de Sistemas,3126.02,Divorciado
Mariana,M,18.0,Farmacêutico,22579.57,Casado
Felipe,M,19.0,Veterinário,16270.67,Divorciado
Eliane,F,,Veterinário,8776.06,Casado
Paula,M,18.0,Gerente de TI,4023.49,Casado
Leandro,F,,Analista de Sistemas,3374.5,Divorciado
Thiago,M,19.0,Gerente de Vendas,22614.74,Divorciado
Amanda,M,19.0,Consultor,18871.91,Casado
Paulo,F,18.0,Analista de Sistemas,12514.25,Solteiro
Marcia,M,18.0,Gerente de TI,19017.65,Solteiro
Diego,M,18.0,Analista de Sistemas,8186.02,Solteiro
Rodrigo,F,18.0,Advogado,18769.1,Casado
Paula,F,19.0,Arquiteto,17420.76,Divorciado
Jessica,M,19.0,Veterinário,3871.31,Divorciado
Carlos,M,19.0,Diretor (CTO),18495.4,Casado
Sandra,M,19.0,Farmacêutico,4632.63,Solteiro
Daniel,M,19.0,Diretor (CTO),17715.6,Solteiro
Carlos,M,19.0,Gerente de TI,8691.56,Viúvo
Pedro,F,19.0,Farmacêutico,11958.12,Viúvo
Fernando,M,,Gerente de TI,12903.68,Divorciado
Paula,F,18.0,Analista de Sistemas,18037.42,Divorciado
João,F,18.0,Gerente,6994.38,Divorciado
Amanda,F,18.0,Gerente,8694.99,Divorciado
João,F,19.0,Cientista de Dados,9535.11,Casado
Felipe,M,19.0,Gerente de Vendas,8470.08,Divorciado
José,M,18.0,Gerente,11734.9,Solteiro
Marcos,F,19.0,Engenheiro de Petróleo,5384.66,Viúvo
Adriana,F,18.0,Diretor (CTO),6064.84,Divorciado
Francisco,M,19.0,Engenheiro,8576.77,Viúvo
Paula,M,18.0,Gerente,15290.72,Divorciado
Anderson,M,19.0,Veterinário,18677.57,Divorciado
Felipe,F,18.0,Engenheiro de Petróleo,12041.37,Casado
Camila,F,19.0,Gerente,12526.61,Viúvo
Eduardo,F,18.0,Gerente de TI,17596.43,Viúvo
Paula,F,18.0,Consultor,20950.32,Viúvo
Leandro,F,19.0,Dentista,11752.52,Casado
Bruna,F,,Advogado,19373.2,Viúvo
José,M,18.0,Farmacêutico,14688.91,Viúvo
Francisca,M,18.0,Diretor Executivo (CEO),4583.96,Solteiro
Maria,M,19.0,Cientista de Dados,17284.79,Viúvo
Leonardo,M,,Engenheiro de Petróleo,13078.11,Viúvo
Amanda,F,19.0,Gerente,4514.85,Divorciado
Leandro,M,19.0,Engenheiro de Petróleo,18373.75,Casado
Adriana,F,19.0,Gerente de Vendas,12435.06,Divorciado
Maria,F,,Advogado,10755.79,Divorciado
Maria,F,18.0,Diretor Executivo (CEO),9316.01,Casado
Beatriz,F,19.0,Dentista,9340.43,Divorciado
Francisco,M,19.0,Dentista,10331.87,Viúvo
Sandra,F,19.0,Gerente,12838.35,Solteiro
Leandro,M,,Gerente de Vendas,9416.13,Casado
Bruna,M,19.0,Consultor,10993.02,Viúvo
Joao,M,19.0,Analista de Sistemas,4899.88,Viúvo
Sandra,F,,Piloto,8889.86,Divorciado
Gabriel,M,,Programador,18938.83,Viúvo
Claudia,M,,Diretor (CTO),17574.31,Divorciado
Antonio,F,18.0,Diretor Executivo (CEO),22412.68,Solteiro
Adriana,F,19.0,Gerente,11510.37,Viúvo
Raquel,M,18.0,Gerente,10994.71,Viúvo
Francisca,M,18.0,Engenheiro de Petróleo,15623.86,Casado
Ana Paula,M,19.0,Veterinário,9101.16,Viúvo
Paula,M,18.0,Piloto,15060.55,Solteiro
Marcelo,F,18.0,Cientista de Dados,16597.9,Divorciado
Mariana,M,19.0,Piloto,21163.57,Solteiro
Aline,F,,Diretor Executivo (CEO),20478.65,Viúvo
Patricia,M,19.0,Engenheiro de Petróleo,10827.32,Solteiro
Ricardo,M,,Piloto,3937.7,Solteiro
Leonardo,M,18.0,Gerente de TI,4618.43,Viúvo
Rodrigo,M,19.0,Médico,22081.29,Viúvo
Raquel,F,18.0,Piloto,9609.65,Solteiro
Renata,F,19.0,Advogado,22268.27,Solteiro
Fernanda,F,18.0,Advogado,5011.89,Viúvo
Renata,F,19.0,Gerente,5371.23,Divorciado
Francisca,M,19.0,Médico,6087.6,Viúvo
Paulo,F,,Gerente de TI,10714.7,Casado
Beatriz,F,18.0,Diretor (CTO),14498.92,Viúvo
Francisca,M,19.0,Piloto,6981.38,Casado
Fatima,F,19.0,Gerente de TI,11070.41,Viúvo
Leonardo,M,19.0,Farmacêutico,6775.85,Casado
Anderson,M,18.0,Dentista,3717.87,Viúvo
Bruno,M,19.0,Gerente,6102.5,Casado
Luiz,F,19.0,Advogado,6548.22,Solteiro
Gabriela,F,19.0,Gerente de TI,20022.68,Casado
Claudia,M,19.0,Dentista,3356.17,Solteiro
Carlos,F,18.0,Engenheiro,19250.01,Divorciado
Fernanda,F,18.0,Analista de Sistemas,16849.46,Solteiro
José,M,18.0,Gerente,7137.14,Casado
Rodrigo,F,18.0,Programador,20909.14,Casado
Marcelo,F,18.0,Gerente de TI,12211.4,Solteiro
Francisca,F,18.0,Gerente,17503.37,Casado
Claudia,M,18.0,Gerente de TI,10846.02,Casado
Anderson,F,,Consultor,7199.88,Viúvo
Bruna,F,18.0,Dentista,4716.12,Casado
Fatima,F,,Gerente,21170.05,Solteiro
Paula,F,19.0,Cientista de Dados,3300.99,Casado
Diego,M,,Analista de Sistemas,18841.12,Viúvo
Guilherme,F,19.0,Engenheiro,3959.36,Viúvo
Paulo,F,18.0,Consultor,10248.48,Solteiro
Lucas,M,19.0,Consultor,17294.42,Divorciado
Eliane,F,19.0,Consultor,3924.11,Viúvo
Thiago,M,18.0,Arquiteto,13121.21,Casado
Gabriel,M,,Farmacêutico,19242.68,Casado
Jessica,M,18.0,Advogado,8665.49,Viúvo
João,M,18.0,Veterinário,5693.96,Viúvo
Mariana,F,19.0,Analista de Sistemas,3101.58,Viúvo
Matheus,F,18.0,Dentista,11017.86,Solteiro
Luciana,M,,Gerente de Vendas,5072.43,Casado
Daniel,M,18.0,Engenheiro,9008.92,Divorciado
Claudia,F,,Dentista,19498.03,Divorciado
Luana,M,,Veterinário,20535.36,Solteiro
José,F,,Analista de Sistemas,18812.68,Divorciado
José,F,,Gerente,3681.01,Casado
Pedro,M,18.0,Gerente,4660.32,Solteiro
Bruna,M,18.0,Analista de Sistemas,9676.64,Divorciado
Gabriela,M,19.0,Arquiteto,21313.66,Divorciado
Lucas,M,18.0,Diretor Executivo (CEO),22136.03,Viúvo
Beatriz,M,,Analista de Sistemas,4021.84,Divorciado
Lucas,F,19.0,Advogado,9028.43,Viúvo
Rafael,F,19.0,Gerente,16753.83,Casado
Francisco,M,,Consultor,11464.2,Solteiro
Mariana,F,19.0,Advogado,14642.81,Solteiro
Renata,M,18.0,Diretor Executivo (CEO),18434.84,Solteiro
José,F,18.0,Consultor,13589.33,Casado
José,F,18.0,Engenheiro de Petróleo,13922.38,Divorciado
Sandra,M,18.0,Programador,16037.67,Solteiro
Leandro,M,19.0,Farmacêutico,5534.93,Solteiro
João,F,18.0,Programador,6891.06,Casado
Anderson,F,18.0,Dentista,20214.41,Solteiro
Daniel,M,18.0,Farmacêutico,4113.19,Solteiro
Carla,M,18.0,Diretor (CTO),7619.56,Casado
Gabriela,F,,Advogado,5674.65,Solteiro
Lucas,M,,Diretor Executivo (CEO),3302.94,Casado
Bruna,F,19.0,Diretor (CTO),6867.59,Casado
Luciana,F,,Cientista de Dados,9869.43,Divorciado
João,M,18.0,Advogado,13576.49,Solteiro
Vanessa,M,19.0,Engenheiro,5668.45,Viúvo
Luciana,M,,Analista de Sistemas,4346.29,Casado
Jose,F,19.0,Gerente de Vendas,19856.34,Viúvo
Rodrigo,F,19.0,Médico,7151.39,Casado
Rafael,F,19.0,Gerente,5844.32,Viúvo
Thiago,M,19.0,Programador,14443.94,Viúvo
Francisca,M,18.0,Dentista,22675.98,Casado
Eduardo,F,18.0,Gerente,20135.76,Solteiro
Matheus,M,19.0,Diretor (CTO),3578.68,Casado
Marcos,F,19.0,Diretor Executivo (CEO),22795.68,Solteiro
Felipe,M,19.0,Engenheiro de Petróleo,9376.18,Divorciado
Eduardo,M,19.0,Piloto,10229.09,Casado
Guilherme,M,18.0,Analista de Sistemas,19796.89,Viúvo
Juliana,M,18.0,Dentista,13387.57,Casado
Juliana,M,19.0,Consultor,22106.16,Viúvo
Fernando,F,,Engenheiro de Petróleo,6491.33,Divorciado
Adriana,M,19.0,Gerente,21577.71,Casado
Carlos,M,18.0,Farmacêutico,18291.54,Casado
Beatriz,M,19.0,Gerente,12072.59,Divorciado
Paulo,F,19.0,Programador,13633.89,Viúvo
Antonio,M,18.0,Advogado,20408.54,Divorciado
Francisca,M,,Engenheiro,5530.21,Divorciado
Gabriela,M,18.0,Farmacêutico,5877.24,Viúvo
Francisco,M,19.0,Advogado,13616.08,Casado
Juliana,M,,Médico,9215.9,Viúvo
Fernanda,F,,Diretor (CTO),12020.38,Divorciado
Daniel,F,18.0,Diretor Executivo (CEO),17800.62,Solteiro
Carlos,M,19.0,Engenheiro de Petróleo,18225.79,Viúvo
João,M,19.0,Gerente,16630.41,Casado
Fernando,M,18.0,Programador,7268.33,Casado
Vanessa,M,18.0,Médico,8016.17,Divorciado
José,M,18.0,Arquiteto,8223.52,Solteiro
Eduardo,M,18.0,Engenheiro de Petróleo,8361.77,Casado
Ana Paula,M,18.0,Piloto,3382.56,Casado
João,F,18.0,Engenheiro,,Divorciado
Bruno,M,19.0,Gerente,21058.88,Viúvo
Anderson,F,,Engenheiro de Petróleo,11784.88,Divorciado
Francisca,M,18.0,Analista de Sistemas,14642.53,Casado
Vanessa,F,18.0,Dentista,15208.37,Viúvo
Guilherme,M,,Diretor Executivo (CEO),4715.95,Divorciado
Eliane,M,19.0,Farmacêutico,4837.91,Viúvo
Leandro,M,19.0,Arquiteto,8539.27,Viúvo
Aline,M,18.0,Consultor,5903.92,Solteiro
Fabiana,M,19.0,Engenheiro de Petróleo,22449.56,Solteiro
Carlos,F,18.0,Gerente de Vendas,10106.52,Divorciado
Eduardo,F,18.0,Diretor (CTO),,Casado
Rodrigo,M,19.0,Advogado,22466.46,Divorciado
Fabiana,F,19.0,Consultor,4127.79,Solteiro
Rafael,M,19.0,Arquiteto,19925.85,Viúvo
Sandra,M,18.0,Arquiteto,18134.82,Solteiro
Eduardo,F,18.0,Diretor (CTO),19273.76,Viúvo
Guilherme,F,19.0,Gerente de Vendas,4730.67,Viúvo
Jessica,M,,Médico,22134.94,Solteiro
Bruno,F,,Programador,16310.7,Divorciado
Renata,F,18.0,Engenheiro,6863.11,Divorciado
Rodrigo,M,18.0,Dentista,21813.88,Casado
Lucas,M,18.0,Advogado,15825.82,Casado
Vanessa,F,18.0,Arquiteto,14879.67,Divorciado
Gustavo,M,,Farmacêutico,22543.82,Viúvo
Renata,F,,Gerente de Vendas,15359.02,Viúvo
Joao,M,18.0,Veterinário,4473.45,Casado
Gabriel,F,18.0,Engenheiro,21802.02,Divorciado
Luciana,M,19.0,Veterinário,18232.74,Solteiro
Gabriel,F,,Diretor (CTO),11687.0,Casado
Gabriel,F,,Diretor (CTO),10144.71,Divorciado
Juliana,F,18.0,Consultor,6802.62,Casado
Juliana,M,19.0,Consultor,11875.97,Viúvo
Matheus,F,19.0,Diretor (CTO),22730.07,Solteiro
Rodrigo,M,,Analista de Sistemas,20548.93,Divorciado
Diego,F,19.0,Gerente,15260.43,Viúvo
Camila,F,18.0,Diretor (CTO),22685.97,Divorciado
Eliane,M,,Diretor (CTO),10186.46,Divorciado
Gustavo,M,19.0,Analista de Sistemas,7476.36,Divorciado
Diego,M,19.0,Arquiteto,19279.26,Viúvo
Amanda,M,19.0,Médico,8815.77,Casado
Mariana,M,18.0,Diretor (CTO),22549.85,Viúvo
João,F,19.0,Programador,22373.62,Solteiro
Jessica,M,19.0,Programador,18120.15,Solteiro
Rodrigo,F,19.0,Diretor (CTO),21747.0,Casado
Amanda,F,,Engenheiro de Petróleo,22481.85,Divorciado
Rodrigo,F,19.0,Cientista de Dados,9291.92,Viúvo
Bruna,M,19.0,Advogado,4702.92,Divorciado
Francisca,F,18.0,Engenheiro de Petróleo,7115.22,Casado
Joao,M,19.0,Analista de Sistemas,7386.7,Viúvo
Vanessa,F,18.0,Piloto,19964.67,Casado
Daniel,F,,Engenheiro,17134.36,Solteiro
José,M,18.0,Médico,12359.3,Solteiro
Pedro,M,,Gerente,10656.26,Divorciado
Fernando,M,19.0,Cientista de Dados,13548.64,Solteiro
Sandra,M,18.0,Piloto,13182.37,Casado
Carla,F,,Gerente de TI,6765.36,Solteiro
Renata,F,19.0,Médico,7874.98,Casado
José,F,18.0,Cientista de Dados,5930.84,Casado
Larissa,F,19.0,Farmacêutico,5892.94,Divorciado
Anderson,F,19.0,Veterinário,5978.03,Solteiro
Fatima,M,18.0,Gerente,7129.86,Casado
Gabriela,M,19.0,Engenheiro,7107.12,Solteiro
Lucas,F,19.0,Advogado,17219.39,Casado
Camila,M,19.0,Diretor Executivo (CEO),4531.87,Casado
Paulo,M,18.0,Engenheiro de Petróleo,4290.21,Divorciado
Daniel,F,,Piloto,19055.38,Casado
Fatima,M,19.0,Engenheiro de Petróleo,16793.36,Casado
Gabriela,F,18.0,Diretor Executivo (CEO),16472.51,Divorciado
Luiz,F,19.0,Dentista,21676.63,Viúvo
Carla,F,19.0,Programador,20172.48,Solteiro
Felipe,F,18.0,Diretor (CTO),3995.74,Solteiro
Luiz,F,,Advogado,21765.17,Divorciado
Beatriz,M,,Piloto,5665.64,Viúvo
Bruna,F,19.0,Advogado,14769.52,Viúvo
Matheus,F,18.0,Engenheiro de Petróleo,20968.33,Casado
Pedro,M,19.0,Gerente de Vendas,12970.85,Viúvo
Fernando,F,18.0,Piloto,12584.01,Divorciado
Antonio,F,19.0,Engenheiro,18986.17,Casado
Luana,F,18.0,Cientista de Dados,13556.52,Viúvo
Marcelo,F,19.0,Gerente de Vendas,9142.85,Divorciado
José,M,19.0,Médico,9435.24,Divorciado
Marcos,F,,Diretor (CTO),9366.86,Solteiro
Thiago,M,18.0,Veterinário,10256.11,Solteiro
Jose,F,18.0,Dentista,21257.88,Viúvo
Diego,M,18.0,Arquiteto,13151.51,Viúvo
Bruna,M,18.0,Advogado,15475.22,Solteiro
Marcelo,F,,Dentista,4819.32,Divorciado
Bruna,M,19.0,Advogado,4916.09,Divorciado
Larissa,M,,Piloto,5720.41,Solteiro
Beatriz,M,18.0,Dentista,12182.37,Solteiro
Felipe,M,,Consultor,7983.49,Divorciado
Camila,M,18.0,Consultor,6673.31,Divorciado
Matheus,M,19.0,Diretor (CTO),4097.22,Divorciado
Claudia,F,,Piloto,9752.68,Casado
Raquel,M,,Gerente,12849.32,Viúvo
Raquel,M,18.0,Analista de Sistemas,19339.65,Solteiro
José,F,19.0,Engenheiro de Petróleo,19431.53,Divorciado
Guilherme,F,19.0,Médico,13532.78,Viúvo
Aline,F,19.0,Diretor (CTO),13601.57,Viúvo
